Antecedent,Consequent,Support,Confidence,Lift,Count
The Art of Physics 2,Mastering Physics 5,0.001,0.3333,111.4444,1
Introduction to Chemistry 3,Mastering Art 6,0.001,0.3333,111.4444,1
Mastering Art 6,Introduction to Chemistry 3,0.001,0.3333,111.4444,1
History of Calculus 2,Mastering Physics 5,0.001,0.3333,111.4444,1
Mastering Physics 5,History of Calculus 2,0.001,0.3333,111.4444,1
Advanced Python 4,Mastering Machine Learning 2,0.001,0.3333,111.4444,1
Mastering Machine Learning 2,Advanced Python 4,0.001,0.3333,111.4444,1
Handbook of History 9,Mastering Art 4,0.001,0.1111,111.4444,1
Advanced Philosophy 2,Advanced Art 8,0.001,0.1111,111.4444,1
Mastering Philosophy 9,History of AI 8,0.001,0.1111,111.4444,1
Advanced Machine Learning 1,Handbook of Physics 2,0.001,0.1111,111.4444,1
Handbook of Economics 9,The Art of Biology 3,0.001,0.1111,111.4444,1
Fundamentals of Chemistry 6,History of Physics 10,0.001,0.1111,111.4444,1
Advanced Biology 9,Fundamentals of Chemistry 4,0.001,1.0,100.3,1
Handbook of Physics 2,Fundamentals of Chemistry 4,0.001,1.0,100.3,1
Advanced AI 4,Fundamentals of Chemistry 7,0.001,1.0,100.3,1
Mastering Chemistry 8,Guide to Art 2,0.001,1.0,100.3,1
Advanced Biology 3,Mastering Music 10,0.001,1.0,100.3,1
The Art of Physics 3,Mastering Machine Learning 10,0.001,0.5,100.3,1
History of Music 6,Mastering Art 10,0.001,0.5,100.3,1
History of Chemistry 6,Advanced Calculus 6,0.001,0.5,100.3,1
History of Chemistry 6,Introduction to Economics 4,0.001,0.5,100.3,1
Guide to Calculus 1,Mastering Chemistry 9,0.001,0.5,100.3,1
Fundamentals of Python 3,Introduction to Calculus 2,0.001,0.5,100.3,1
Guide to Calculus 1,Handbook of Art 5,0.001,0.5,100.3,1
History of History 4,Mastering Philosophy 2,0.001,0.5,100.3,1
Advanced Economics 3,Advanced Calculus 9,0.001,0.5,100.3,1
Introduction to Economics 7,Guide to Economics 1,0.001,0.5,100.3,1
Advanced Music 10,Fundamentals of Philosophy 2,0.001,0.5,100.3,1
Advanced Chemistry 6,Guide to Java 8,0.001,0.5,100.3,1
Fundamentals of Art 6,Introduction to Machine Learning 1,0.001,0.5,100.3,1
Mastering Chemistry 4,Fundamentals of Philosophy 6,0.001,0.5,100.3,1
Mastering Biology 9,Advanced Python 8,0.001,0.5,100.3,1
Introduction to Philosophy 3,Handbook of Art 5,0.001,0.5,100.3,1
Fundamentals of Biology 3,Advanced Calculus 6,0.001,0.5,100.3,1
Advanced Economics 1,Guide to Machine Learning 5,0.001,0.5,100.3,1
History of Chemistry 6,Guide to Art 3,0.001,0.5,100.3,1
The Art of Physics 10,Fundamentals of Physics 6,0.001,0.5,100.3,1
Handbook of AI 10,History of Biology 9,0.001,0.5,100.3,1
History of Biology 2,History of Chemistry 7,0.001,0.5,100.3,1
Guide to Physics 4,Handbook of Music 6,0.001,0.5,100.3,1
The Art of AI 10,Fundamentals of Philosophy 2,0.001,0.5,100.3,1
Advanced History 6,Advanced Music 1,0.001,0.5,100.3,1
Handbook of AI 6,Handbook of Chemistry 7,0.001,0.5,100.3,1
Advanced Chemistry 6,The Art of History 4,0.001,0.5,100.3,1
History of Python 6,Mastering Machine Learning 10,0.001,0.5,100.3,1
Mastering Physics 9,Handbook of Chemistry 7,0.001,0.5,100.3,1
The Art of Chemistry 3,Introduction to AI 3,0.001,0.5,100.3,1
Handbook of Python 9,Fundamentals of Economics 6,0.001,0.5,100.3,1
History of Machine Learning 2,Advanced Python 8,0.001,0.5,100.3,1
Mastering Machine Learning 8,Handbook of Music 2,0.001,0.5,100.3,1
History of History 4,The Art of Python 9,0.001,0.5,100.3,1
Fundamentals of Philosophy 4,Guide to Economics 1,0.001,0.5,100.3,1
Handbook of Music 9,Advanced Python 1,0.001,0.5,100.3,1
Handbook of History 8,Handbook of Music 6,0.001,0.5,100.3,1
Guide to Philosophy 1,Advanced Biology 10,0.001,0.5,100.3,1
Mastering Calculus 2,Handbook of Chemistry 7,0.001,0.5,100.3,1
History of Python 7,Guide to Biology 3,0.001,0.5,100.3,1
History of Python 7,The Art of Python 3,0.001,0.5,100.3,1
Mastering Philosophy 7,Advanced Biology 10,0.001,0.5,100.3,1
Mastering Machine Learning 10,The Art of Physics 3,0.001,0.2,100.3,1
Mastering Art 10,History of Music 6,0.001,0.2,100.3,1
Advanced Calculus 6,History of Chemistry 6,0.001,0.2,100.3,1
Introduction to Economics 4,History of Chemistry 6,0.001,0.2,100.3,1
Mastering Chemistry 9,Guide to Calculus 1,0.001,0.2,100.3,1
Introduction to Calculus 2,Fundamentals of Python 3,0.001,0.2,100.3,1
Handbook of Art 5,Guide to Calculus 1,0.001,0.2,100.3,1
Mastering Philosophy 2,History of History 4,0.001,0.2,100.3,1
Advanced Calculus 9,Advanced Economics 3,0.001,0.2,100.3,1
Guide to Economics 1,Introduction to Economics 7,0.001,0.2,100.3,1
Fundamentals of Philosophy 2,Advanced Music 10,0.001,0.2,100.3,1
Guide to Java 8,Advanced Chemistry 6,0.001,0.2,100.3,1
Introduction to Machine Learning 1,Fundamentals of Art 6,0.001,0.2,100.3,1
Fundamentals of Philosophy 6,Mastering Chemistry 4,0.001,0.2,100.3,1
Advanced Python 8,Mastering Biology 9,0.001,0.2,100.3,1
Handbook of Art 5,Introduction to Philosophy 3,0.001,0.2,100.3,1
Advanced Calculus 6,Fundamentals of Biology 3,0.001,0.2,100.3,1
Guide to Machine Learning 5,Advanced Economics 1,0.001,0.2,100.3,1
Guide to Art 3,History of Chemistry 6,0.001,0.2,100.3,1
Fundamentals of Physics 6,The Art of Physics 10,0.001,0.2,100.3,1
History of Biology 9,Handbook of AI 10,0.001,0.2,100.3,1
History of Chemistry 7,History of Biology 2,0.001,0.2,100.3,1
Handbook of Music 6,Guide to Physics 4,0.001,0.2,100.3,1
Fundamentals of Philosophy 2,The Art of AI 10,0.001,0.2,100.3,1
Advanced Music 1,Advanced History 6,0.001,0.2,100.3,1
Handbook of Chemistry 7,Handbook of AI 6,0.001,0.2,100.3,1
The Art of History 4,Advanced Chemistry 6,0.001,0.2,100.3,1
Mastering Machine Learning 10,History of Python 6,0.001,0.2,100.3,1
Handbook of Chemistry 7,Mastering Physics 9,0.001,0.2,100.3,1
Introduction to AI 3,The Art of Chemistry 3,0.001,0.2,100.3,1
Fundamentals of Economics 6,Handbook of Python 9,0.001,0.2,100.3,1
Advanced Python 8,History of Machine Learning 2,0.001,0.2,100.3,1
Handbook of Music 2,Mastering Machine Learning 8,0.001,0.2,100.3,1
The Art of Python 9,History of History 4,0.001,0.2,100.3,1
Guide to Economics 1,Fundamentals of Philosophy 4,0.001,0.2,100.3,1
Advanced Python 1,Handbook of Music 9,0.001,0.2,100.3,1
Handbook of Music 6,Handbook of History 8,0.001,0.2,100.3,1
Advanced Biology 10,Guide to Philosophy 1,0.001,0.2,100.3,1
Handbook of Chemistry 7,Mastering Calculus 2,0.001,0.2,100.3,1
Guide to Biology 3,History of Python 7,0.001,0.2,100.3,1
The Art of Python 3,History of Python 7,0.001,0.2,100.3,1
Advanced Biology 10,Mastering Philosophy 7,0.001,0.2,100.3,1
Fundamentals of Chemistry 4,Advanced Biology 9,0.001,0.1,100.3,1
Fundamentals of Chemistry 4,Handbook of Physics 2,0.001,0.1,100.3,1
Fundamentals of Chemistry 7,Advanced AI 4,0.001,0.1,100.3,1
Guide to Art 2,Mastering Chemistry 8,0.001,0.1,100.3,1
Mastering Music 10,Advanced Biology 3,0.001,0.1,100.3,1
Mastering Physics 7,Introduction to Machine Learning 7,0.001,1.0,91.1818,1
The Art of Biology 9,Guide to Physics 1,0.001,1.0,91.1818,1
The Art of Java 3,Handbook of Chemistry 5,0.001,1.0,91.1818,1
Fundamentals of AI 9,Guide to Music 2,0.001,1.0,91.1818,1
History of Java 3,Mastering AI 6,0.001,1.0,91.1818,1
The Art of Chemistry 8,The Art of Calculus 3,0.001,1.0,91.1818,1
Introduction to Physics 6,Mastering AI 6,0.001,1.0,91.1818,1
Introduction to Machine Learning 7,Mastering Physics 7,0.001,0.0909,91.1818,1
Guide to Physics 1,The Art of Biology 9,0.001,0.0909,91.1818,1
Handbook of Chemistry 5,The Art of Java 3,0.001,0.0909,91.1818,1
Guide to Music 2,Fundamentals of AI 9,0.001,0.0909,91.1818,1
Mastering AI 6,History of Java 3,0.001,0.0909,91.1818,1
The Art of Calculus 3,The Art of Chemistry 8,0.001,0.0909,91.1818,1
Mastering AI 6,Introduction to Physics 6,0.001,0.0909,91.1818,1
The Art of Art 6,Guide to Biology 7,0.001,1.0,83.5833,1
History of AI 2,Mastering History 2,0.001,1.0,83.5833,1
The Art of Biology 1,The Art of Economics 9,0.002,0.6667,83.5833,2
History of Economics 8,Mastering Calculus 6,0.002,0.5,83.5833,2
Handbook of Music 3,Advanced Chemistry 10,0.001,0.5,83.5833,1
Guide to Calculus 2,Mastering History 8,0.001,0.5,83.5833,1
Fundamentals of Python 8,Introduction to History 10,0.001,0.5,83.5833,1
Advanced Economics 10,Mastering Biology 6,0.001,0.5,83.5833,1
History of Music 3,History of Machine Learning 8,0.001,0.5,83.5833,1
Guide to Calculus 1,History of Machine Learning 9,0.001,0.5,83.5833,1
Introduction to Physics 5,History of Machine Learning 9,0.001,0.5,83.5833,1
Introduction to Physics 5,History of Music 9,0.001,0.5,83.5833,1
Mastering Java 6,Guide to AI 3,0.002,0.5,83.5833,2
Mastering Physics 4,The Art of Art 9,0.001,0.5,83.5833,1
Handbook of Art 6,Guide to AI 3,0.001,0.5,83.5833,1
Introduction to AI 4,Introduction to Java 5,0.001,0.5,83.5833,1
Handbook of AI 10,History of Music 2,0.001,0.5,83.5833,1
The Art of History 7,History of Music 2,0.001,0.5,83.5833,1
Handbook of Biology 5,Guide to AI 9,0.001,0.5,83.5833,1
Mastering Biology 9,Introduction to History 10,0.001,0.5,83.5833,1
Mastering Calculus 4,History of Economics 4,0.001,0.5,83.5833,1
The Art of Calculus 7,The Art of Philosophy 1,0.001,0.5,83.5833,1
Handbook of Machine Learning 2,The Art of History 2,0.001,0.5,83.5833,1
Handbook of History 3,The Art of History 2,0.001,0.5,83.5833,1
History of Python 7,The Art of History 3,0.001,0.5,83.5833,1
Advanced Economics 3,History of Music 7,0.001,0.5,83.5833,1
Advanced Economics 1,Introduction to Python 7,0.001,0.5,83.5833,1
Guide to Chemistry 6,The Art of History 6,0.001,0.5,83.5833,1
Introduction to Economics 10,History of Music 2,0.001,0.5,83.5833,1
Guide to Chemistry 6,Mastering Music 6,0.001,0.5,83.5833,1
Guide to History 1,Mastering Music 6,0.001,0.5,83.5833,1
The Art of Philosophy 8,Handbook of Biology 10,0.001,0.5,83.5833,1
Mastering Machine Learning 8,Mastering Philosophy 1,0.001,0.5,83.5833,1
Handbook of Music 7,Fundamentals of Economics 7,0.001,0.5,83.5833,1
Handbook of Java 7,History of History 10,0.001,0.5,83.5833,1
Handbook of Music 9,Handbook of Physics 7,0.001,0.5,83.5833,1
Handbook of Python 9,Advanced Art 1,0.001,0.5,83.5833,1
Handbook of Art 10,Handbook of Chemistry 6,0.001,0.5,83.5833,1
Introduction to History 4,Mastering Economics 7,0.001,0.5,83.5833,1
Introduction to Philosophy 10,Mastering Economics 7,0.001,0.5,83.5833,1
Mastering Philosophy 7,Mastering Java 3,0.001,0.5,83.5833,1
Handbook of Python 9,Fundamentals of AI 5,0.001,0.5,83.5833,1
Advanced History 6,Introduction to History 10,0.001,0.5,83.5833,1
Handbook of Calculus 1,Introduction to Python 7,0.001,0.5,83.5833,1
Introduction to Philosophy 5,History of Music 9,0.001,0.5,83.5833,1
History of AI 5,Mastering Java 3,0.001,0.5,83.5833,1
Fundamentals of Physics 10,The Art of Calculus 1,0.001,0.5,83.5833,1
Handbook of Machine Learning 2,The Art of Philosophy 1,0.001,0.5,83.5833,1
The Art of History 7,Advanced Python 10,0.001,0.5,83.5833,1
Fundamentals of Python 3,Introduction to Java 8,0.001,0.5,83.5833,1
Introduction to Philosophy 9,Introduction to Physics 8,0.001,0.5,83.5833,1
Mastering AI 10,Fundamentals of Calculus 7,0.001,0.5,83.5833,1
Guide to Biology 8,History of Machine Learning 8,0.001,0.5,83.5833,1
Fundamentals of Physics 10,Introduction to Python 7,0.001,0.5,83.5833,1
Advanced Economics 10,Guide to Calculus 9,0.001,0.5,83.5833,1
Guide to Economics 5,Handbook of Python 4,0.001,0.3333,83.5833,1
Guide to Economics 5,The Art of Art 2,0.001,0.3333,83.5833,1
Mastering Calculus 6,History of Economics 8,0.002,0.3333,83.5833,2
Advanced AI 6,The Art of Chemistry 1,0.001,0.3333,83.5833,1
Guide to Machine Learning 6,Handbook of Calculus 4,0.001,0.3333,83.5833,1
The Art of Art 5,Fundamentals of Art 10,0.001,0.3333,83.5833,1
The Art of Chemistry 2,Mastering AI 9,0.001,0.3333,83.5833,1
The Art of Chemistry 2,The Art of Biology 7,0.001,0.3333,83.5833,1
The Art of Python 8,Introduction to Biology 6,0.001,0.3333,83.5833,1
Fundamentals of Python 10,Fundamentals of Java 10,0.001,0.3333,83.5833,1
Introduction to Machine Learning 2,History of Art 3,0.001,0.3333,83.5833,1
Guide to AI 3,Mastering Java 6,0.002,0.3333,83.5833,2
The Art of Physics 2,Handbook of Python 6,0.001,0.3333,83.5833,1
Introduction to Physics 1,The Art of Machine Learning 9,0.001,0.3333,83.5833,1
Guide to Philosophy 2,Handbook of Machine Learning 9,0.001,0.3333,83.5833,1
Introduction to Physics 10,Mastering Physics 1,0.001,0.3333,83.5833,1
The Art of Economics 7,History of Python 9,0.001,0.3333,83.5833,1
Guide to Music 5,Handbook of Calculus 4,0.001,0.3333,83.5833,1
Introduction to Python 1,Guide to Python 4,0.001,0.3333,83.5833,1
History of Calculus 1,Introduction to Art 5,0.001,0.3333,83.5833,1
Advanced Philosophy 9,Fundamentals of Music 4,0.001,0.3333,83.5833,1
Introduction to Philosophy 7,The Art of Music 1,0.001,0.3333,83.5833,1
Introduction to Philosophy 7,The Art of Philosophy 4,0.001,0.3333,83.5833,1
Introduction to Philosophy 7,Mastering History 7,0.001,0.3333,83.5833,1
History of Music 4,History of Philosophy 1,0.001,0.3333,83.5833,1
Introduction to Music 1,Guide to Art 6,0.001,0.3333,83.5833,1
Mastering Chemistry 10,Fundamentals of Physics 2,0.001,0.3333,83.5833,1
Handbook of Physics 4,Mastering Calculus 3,0.001,0.3333,83.5833,1
History of Machine Learning 10,Mastering Java 6,0.001,0.3333,83.5833,1
Fundamentals of Chemistry 10,Introduction to Biology 6,0.001,0.3333,83.5833,1
Mastering Economics 5,Introduction to Biology 6,0.001,0.3333,83.5833,1
Mastering Art 8,History of Philosophy 9,0.001,0.3333,83.5833,1
Guide to Music 5,History of Biology 6,0.001,0.3333,83.5833,1
Mastering Physics 5,History of Art 3,0.001,0.3333,83.5833,1
Mastering Physics 5,History of Economics 6,0.001,0.3333,83.5833,1
Handbook of Java 4,Fundamentals of Calculus 2,0.001,0.3333,83.5833,1
Handbook of Java 4,History of Biology 6,0.001,0.3333,83.5833,1
Introduction to Python 1,History of Chemistry 4,0.001,0.3333,83.5833,1
Introduction to Java 1,Advanced Chemistry 9,0.001,0.3333,83.5833,1
Introduction to Philosophy 7,Introduction to Art 2,0.001,0.3333,83.5833,1
The Art of Philosophy 5,The Art of Biology 7,0.001,0.3333,83.5833,1
The Art of Chemistry 2,Advanced Physics 4,0.001,0.3333,83.5833,1
Mastering Economics 5,History of Philosophy 10,0.001,0.3333,83.5833,1
Advanced Art 9,Advanced Art 2,0.001,0.3333,83.5833,1
Advanced Art 9,History of Calculus 5,0.001,0.3333,83.5833,1
Fundamentals of Economics 9,Fundamentals of Calculus 2,0.001,0.3333,83.5833,1
Guide to Java 10,Fundamentals of Calculus 2,0.001,0.3333,83.5833,1
History of Python 8,Advanced Chemistry 8,0.001,0.3333,83.5833,1
Advanced Philosophy 1,Advanced Art 2,0.001,0.3333,83.5833,1
Introduction to Machine Learning 10,Advanced Chemistry 8,0.001,0.3333,83.5833,1
History of Python 8,Introduction to History 8,0.001,0.3333,83.5833,1
History of Art 6,History of Philosophy 1,0.001,0.3333,83.5833,1
Introduction to Physics 1,History of Art 7,0.001,0.3333,83.5833,1
Fundamentals of Physics 3,History of Java 9,0.001,0.3333,83.5833,1
History of Music 5,History of Java 9,0.001,0.3333,83.5833,1
Handbook of Java 4,History of Chemistry 2,0.001,0.3333,83.5833,1
The Art of Chemistry 2,History of Art 3,0.001,0.3333,83.5833,1
Introduction to Physics 1,History of Python 10,0.001,0.3333,83.5833,1
Mastering Philosophy 5,Handbook of Python 2,0.001,0.3333,83.5833,1
Mastering Philosophy 5,History of Biology 8,0.001,0.3333,83.5833,1
History of Machine Learning 5,Introduction to AI 6,0.001,0.3333,83.5833,1
Guide to History 8,Mastering History 7,0.001,0.3333,83.5833,1
History of Biology 5,Introduction to Economics 3,0.001,0.3333,83.5833,1
History of Biology 5,The Art of Physics 8,0.001,0.3333,83.5833,1
Guide to Philosophy 6,Advanced Music 5,0.001,0.3333,83.5833,1
Introduction to Music 9,Advanced Physics 4,0.001,0.3333,83.5833,1
Advanced Biology 1,History of Java 1,0.001,0.3333,83.5833,1
Guide to Philosophy 6,Mastering Art 2,0.001,0.3333,83.5833,1
Advanced Python 9,The Art of Biology 10,0.001,0.3333,83.5833,1
Handbook of Calculus 2,Handbook of Philosophy 7,0.001,0.3333,83.5833,1
Handbook of Calculus 2,Introduction to Art 2,0.001,0.3333,83.5833,1
Introduction to Machine Learning 10,Mastering Java 6,0.001,0.3333,83.5833,1
The Art of Biology 8,Handbook of Python 2,0.001,0.3333,83.5833,1
The Art of Economics 9,The Art of Biology 1,0.002,0.25,83.5833,2
Handbook of Python 4,Guide to Economics 5,0.001,0.25,83.5833,1
The Art of Art 2,Guide to Economics 5,0.001,0.25,83.5833,1
The Art of Chemistry 1,Advanced AI 6,0.001,0.25,83.5833,1
Handbook of Calculus 4,Guide to Machine Learning 6,0.001,0.25,83.5833,1
Fundamentals of Art 10,The Art of Art 5,0.001,0.25,83.5833,1
Mastering AI 9,The Art of Chemistry 2,0.001,0.25,83.5833,1
The Art of Biology 7,The Art of Chemistry 2,0.001,0.25,83.5833,1
Introduction to Biology 6,The Art of Python 8,0.001,0.25,83.5833,1
Fundamentals of Java 10,Fundamentals of Python 10,0.001,0.25,83.5833,1
History of Art 3,Introduction to Machine Learning 2,0.001,0.25,83.5833,1
Handbook of Python 6,The Art of Physics 2,0.001,0.25,83.5833,1
The Art of Machine Learning 9,Introduction to Physics 1,0.001,0.25,83.5833,1
Handbook of Machine Learning 9,Guide to Philosophy 2,0.001,0.25,83.5833,1
Mastering Physics 1,Introduction to Physics 10,0.001,0.25,83.5833,1
History of Python 9,The Art of Economics 7,0.001,0.25,83.5833,1
Handbook of Calculus 4,Guide to Music 5,0.001,0.25,83.5833,1
Guide to Python 4,Introduction to Python 1,0.001,0.25,83.5833,1
Introduction to Art 5,History of Calculus 1,0.001,0.25,83.5833,1
Fundamentals of Music 4,Advanced Philosophy 9,0.001,0.25,83.5833,1
The Art of Music 1,Introduction to Philosophy 7,0.001,0.25,83.5833,1
The Art of Philosophy 4,Introduction to Philosophy 7,0.001,0.25,83.5833,1
Mastering History 7,Introduction to Philosophy 7,0.001,0.25,83.5833,1
History of Philosophy 1,History of Music 4,0.001,0.25,83.5833,1
Guide to Art 6,Introduction to Music 1,0.001,0.25,83.5833,1
Fundamentals of Physics 2,Mastering Chemistry 10,0.001,0.25,83.5833,1
Mastering Calculus 3,Handbook of Physics 4,0.001,0.25,83.5833,1
Mastering Java 6,History of Machine Learning 10,0.001,0.25,83.5833,1
Introduction to Biology 6,Fundamentals of Chemistry 10,0.001,0.25,83.5833,1
Introduction to Biology 6,Mastering Economics 5,0.001,0.25,83.5833,1
History of Philosophy 9,Mastering Art 8,0.001,0.25,83.5833,1
History of Biology 6,Guide to Music 5,0.001,0.25,83.5833,1
History of Art 3,Mastering Physics 5,0.001,0.25,83.5833,1
History of Economics 6,Mastering Physics 5,0.001,0.25,83.5833,1
Fundamentals of Calculus 2,Handbook of Java 4,0.001,0.25,83.5833,1
History of Biology 6,Handbook of Java 4,0.001,0.25,83.5833,1
History of Chemistry 4,Introduction to Python 1,0.001,0.25,83.5833,1
Advanced Chemistry 9,Introduction to Java 1,0.001,0.25,83.5833,1
Introduction to Art 2,Introduction to Philosophy 7,0.001,0.25,83.5833,1
The Art of Biology 7,The Art of Philosophy 5,0.001,0.25,83.5833,1
Advanced Physics 4,The Art of Chemistry 2,0.001,0.25,83.5833,1
History of Philosophy 10,Mastering Economics 5,0.001,0.25,83.5833,1
Advanced Art 2,Advanced Art 9,0.001,0.25,83.5833,1
History of Calculus 5,Advanced Art 9,0.001,0.25,83.5833,1
Fundamentals of Calculus 2,Fundamentals of Economics 9,0.001,0.25,83.5833,1
Fundamentals of Calculus 2,Guide to Java 10,0.001,0.25,83.5833,1
Advanced Chemistry 8,History of Python 8,0.001,0.25,83.5833,1
Advanced Art 2,Advanced Philosophy 1,0.001,0.25,83.5833,1
Advanced Chemistry 8,Introduction to Machine Learning 10,0.001,0.25,83.5833,1
Introduction to History 8,History of Python 8,0.001,0.25,83.5833,1
