Itemset,Frequency,Type
"Fundamentals of Philosophy 9, Mastering Physics 3",1,2-Itemset
"Advanced Biology 4, Advanced Philosophy 2",1,2-Itemset
"Advanced AI 1, Guide to Philosophy 3",1,2-Itemset
"History of Java 1, The Art of Art 8",1,2-Itemset
"History of Java 1, Mastering Physics 3",1,2-Itemset
"Advanced Python 5, The Art of Art 8",1,2-Itemset
"Advanced Machine Learning 1, The Art of Physics 8",1,2-Itemset
"Guide to Calculus 3, The Art of Biology 6",1,2-Itemset
"Mastering Music 8, The Art of Biology 10",1,2-Itemset
"Advanced Philosophy 2, Handbook of Java 8",1,2-Itemset
"The Art of Biology 10, The Art of Biology 6",1,2-Itemset
"Handbook of History 9, Handbook of Java 6",1,2-Itemset
"Advanced Music 8, Guide to Machine Learning 2",1,2-Itemset
"Advanced Machine Learning 1, Advanced Physics 4",1,2-Itemset
"Guide to Calculus 9, Mastering Music 6",1,2-Itemset
"Fundamentals of Economics 7, History of Machine Learning 8",1,2-Itemset
"Handbook of Biology 10, Introduction to Java 5",1,2-Itemset
"Guide to AI 6, Introduction to Java 5",1,2-Itemset
"Guide to AI 6, Handbook of Biology 10",1,2-Itemset
"Advanced Art 1, History of Economics 4",1,2-Itemset
"Handbook of Physics 7, Introduction to Python 7",1,2-Itemset
"History of Machine Learning 9, The Art of Art 9",1,2-Itemset
"Mastering Music 1, The Art of Economics 3",1,2-Itemset
"Guide to AI 6, History of Music 9",1,2-Itemset
"History of Machine Learning 8, Introduction to Physics 8",1,2-Itemset
"Advanced Chemistry 10, Introduction to Java 5",1,2-Itemset
"History of Music 2, The Art of History 2",1,2-Itemset
"The Art of Economics 3, The Art of History 6",1,2-Itemset
"Mastering Music 1, The Art of Calculus 1",1,2-Itemset
"Fundamentals of Chemistry 8, Handbook of Chemistry 6",1,2-Itemset
"Advanced Chemistry 1, Fundamentals of Music 4",1,2-Itemset
"Fundamentals of Chemistry 9, Introduction to AI 8",1,2-Itemset
"Guide to Art 2, History of Python 9",1,2-Itemset
"Advanced Calculus 8, Guide to Art 6",1,2-Itemset
"Fundamentals of Chemistry 7, Introduction to AI 6",1,2-Itemset
"Mastering Calculus 3, Mastering Music 10",1,2-Itemset
"Advanced Calculus 8, Mastering Calculus 3",1,2-Itemset
"Guide to Art 2, Mastering Art 2",1,2-Itemset
"Advanced Calculus 8, History of Biology 6",1,2-Itemset
"Advanced Chemistry 1, Introduction to Biology 6",1,2-Itemset
"Advanced Calculus 8, Guide to Music 4",1,2-Itemset
"History of Economics 6, Mastering Calculus 9",1,2-Itemset
"History of Biology 5, The Art of Calculus 8",1,2-Itemset
"Mastering Chemistry 7, The Art of Calculus 8",1,2-Itemset
"The Art of Calculus 8, The Art of Chemistry 2",1,2-Itemset
"Advanced Biology 1, The Art of Economics 8",1,2-Itemset
"Introduction to History 9, Mastering Economics 10",1,2-Itemset
"History of Calculus 8, Introduction to History 9",1,2-Itemset
"Fundamentals of Physics 9, Handbook of Art 5",1,2-Itemset
"Guide to Art 1, Mastering Chemistry 9",1,2-Itemset
"Fundamentals of Philosophy 2, The Art of Economics 9",1,2-Itemset
"History of Chemistry 5, The Art of Physics 7",1,2-Itemset
"Guide to Chemistry 2, History of Calculus 8",1,2-Itemset
"Advanced Calculus 6, Introduction to Physics 3",1,2-Itemset
"History of Calculus 7, History of Physics 6",1,2-Itemset
"History of Biology 9, History of Physics 6",1,2-Itemset
"Advanced Java 8, Advanced Python 5",1,2-Itemset
"Fundamentals of Chemistry 9, The Art of Physics 8",1,2-Itemset
"Advanced Calculus 8, History of Philosophy 10",1,2-Itemset
"Advanced Chemistry 1, History of Art 7",1,2-Itemset
"Fundamentals of Chemistry 7, Handbook of Java 6",1,2-Itemset
"Advanced Chemistry 1, The Art of History 8",1,2-Itemset
"Handbook of Machine Learning 5, Introduction to Calculus 2",1,2-Itemset
"Handbook of Art 7, Handbook of Machine Learning 5",1,2-Itemset
"History of Physics 6, The Art of Economics 4",1,2-Itemset
"The Art of Calculus 5, The Art of Economics 9",1,2-Itemset
"Guide to Art 1, Introduction to Philosophy 6",1,2-Itemset
"Fundamentals of Physics 5, Guide to Python 10",1,2-Itemset
"Fundamentals of AI 2, The Art of History 9",1,2-Itemset
"History of Calculus 4, Introduction to Machine Learning 1",1,2-Itemset
"Guide to Java 8, The Art of Physics 7",1,2-Itemset
"History of Calculus 4, History of Chemistry 5",1,2-Itemset
"Advanced Python 8, History of AI 7",1,2-Itemset
"Guide to History 7, Introduction to History 7",1,2-Itemset
"Fundamentals of Machine Learning 3, Handbook of Art 1",1,2-Itemset
"Advanced History 5, The Art of Physics 7",1,2-Itemset
"Advanced History 5, History of AI 7",1,2-Itemset
"Advanced Music 4, Guide to Python 10",1,2-Itemset
"Fundamentals of Java 3, Mastering Machine Learning 3",1,2-Itemset
"Advanced Economics 7, Fundamentals of Python 10",1,2-Itemset
"History of History 7, The Art of Art 3",1,2-Itemset
"Advanced Java 1, Guide to Java 2",1,2-Itemset
"Handbook of Biology 7, Introduction to Python 5",1,2-Itemset
"Handbook of Biology 7, The Art of Calculus 5",1,2-Itemset
"Advanced Calculus 6, Mastering Java 8",1,2-Itemset
"Guide to Biology 3, Handbook of Machine Learning 5",1,2-Itemset
"Handbook of Machine Learning 5, History of Biology 9",1,2-Itemset
"Guide to Art 10, History of AI 7",1,2-Itemset
"The Art of Physics 7, The Art of Python 9",1,2-Itemset
"History of AI 7, The Art of Economics 4",1,2-Itemset
"Fundamentals of Philosophy 6, The Art of History 10",1,2-Itemset
"Advanced Python 8, The Art of Economics 9",1,2-Itemset
"Fundamentals of Physics 5, The Art of Python 9",1,2-Itemset
"Fundamentals of Calculus 10, Handbook of AI 9",1,2-Itemset
"History of Art 2, The Art of History 2",1,2-Itemset
"Advanced Java 1, Guide to Philosophy 6",1,2-Itemset
"Advanced Biology 1, Introduction to Chemistry 5",1,2-Itemset
"Advanced Economics 7, Introduction to Python 1",1,2-Itemset
"History of History 7, The Art of Biology 1",1,2-Itemset
"Advanced Economics 7, Introduction to Chemistry 1",1,2-Itemset
"Advanced Economics 7, History of Music 5",1,2-Itemset
"History of Python 8, Introduction to Chemistry 5",1,2-Itemset
"Advanced Economics 7, History of Art 8",1,2-Itemset
"Fundamentals of Java 3, The Art of Physics 1",1,2-Itemset
"Fundamentals of Java 3, History of AI 3",1,2-Itemset
"History of History 7, Mastering Machine Learning 3",1,2-Itemset
"Advanced Art 9, History of History 7",1,2-Itemset
"Introduction to Chemistry 5, Mastering Chemistry 10",1,2-Itemset
"Handbook of Physics 10, Introduction to Chemistry 5",1,2-Itemset
"Handbook of Java 1, History of History 7",1,2-Itemset
"Handbook of Physics 7, Mastering Calculus 1",1,2-Itemset
"Fundamentals of AI 5, The Art of Philosophy 9",1,2-Itemset
"Advanced Art 1, History of Biology 3",1,2-Itemset
"History of Economics 4, History of Machine Learning 1",1,2-Itemset
"Advanced Python 10, Mastering Calculus 1",1,2-Itemset
"History of History 2, Introduction to Java 5",1,2-Itemset
"Fundamentals of Python 7, Handbook of Chemistry 6",1,2-Itemset
"Introduction to Chemistry 9, The Art of Philosophy 9",1,2-Itemset
"History of Machine Learning 1, History of Machine Learning 9",1,2-Itemset
"Advanced Chemistry 10, History of Chemistry 10",1,2-Itemset
"Advanced History 4, Fundamentals of Calculus 7",1,2-Itemset
"Guide to AI 10, The Art of Economics 3",1,2-Itemset
"The Art of Economics 3, The Art of Python 7",1,2-Itemset
"Advanced Art 1, Advanced History 4",1,2-Itemset
"Handbook of Physics 7, History of Biology 3",1,2-Itemset
"Guide to AI 10, Introduction to Physics 8",1,2-Itemset
"Introduction to History 10, The Art of Art 10",1,2-Itemset
"Fundamentals of AI 5, History of Machine Learning 1",1,2-Itemset
"Guide to AI 10, Introduction to History 10",1,2-Itemset
"Advanced Chemistry 4, History of Music 7",1,2-Itemset
"Handbook of Chemistry 6, Mastering Calculus 1",1,2-Itemset
"Mastering Philosophy 1, Mastering Philosophy 4",1,2-Itemset
"Mastering Philosophy 4, The Art of History 6",1,2-Itemset
"Advanced Calculus 5, The Art of Art 9",1,2-Itemset
"Handbook of Economics 2, Mastering Calculus 6",1,2-Itemset
"Guide to AI 9, The Art of Java 2",1,2-Itemset
"Introduction to Java 8, The Art of Python 7",1,2-Itemset
"Mastering Philosophy 1, The Art of Java 2",1,2-Itemset
"Advanced Python 10, The Art of Philosophy 9",1,2-Itemset
"Advanced Calculus 1, History of Art 2",1,2-Itemset
"Advanced Calculus 5, Mastering Art 9",1,2-Itemset
"History of History 10, Mastering Calculus 1",1,2-Itemset
History of Calculus 3,1,1-Itemset
History of Biology 8,1,1-Itemset
Handbook of Economics 1,1,1-Itemset
The Art of Machine Learning 3,1,1-Itemset
History of AI 2,1,1-Itemset
Mastering Machine Learning 3,1,1-Itemset
Guide to Art 5,1,1-Itemset
"Mastering AI 9, Mastering Java 10",1,2-Itemset
"Guide to Music 8, Introduction to Art 6",1,2-Itemset
"Handbook of Java 6, Handbook of Philosophy 10",1,2-Itemset
"Advanced History 3, History of Philosophy 8",1,2-Itemset
"History of History 2, Mastering Philosophy 1",1,2-Itemset
"Fundamentals of Python 1, History of Machine Learning 9",1,2-Itemset
"Advanced Java 3, The Art of Calculus 1",1,2-Itemset
"Mastering Java 3, The Art of Python 7",1,2-Itemset
"Guide to AI 6, History of Machine Learning 1",1,2-Itemset
"Fundamentals of Java 10, Introduction to Art 6",1,2-Itemset
"Handbook of Philosophy 10, History of Philosophy 9",1,2-Itemset
"Introduction to Art 6, The Art of Physics 5",1,2-Itemset
"Mastering Java 10, The Art of Music 1",1,2-Itemset
"Introduction to Economics 3, Mastering Biology 8",1,2-Itemset
"Advanced History 7, Introduction to Art 6",1,2-Itemset
"Advanced AI 2, Mastering AI 6",1,2-Itemset
Guide to Economics 3,1,1-Itemset
Handbook of Music 2,1,1-Itemset
Introduction to Physics 8,1,1-Itemset
History of Philosophy 9,1,1-Itemset
History of Music 5,1,1-Itemset
Mastering Art 1,1,1-Itemset
Introduction to Philosophy 4,1,1-Itemset
Advanced Python 3,1,1-Itemset
Fundamentals of History 5,1,1-Itemset
"Advanced Python 1, Handbook of History 9",1,2-Itemset
"Advanced Calculus 9, Mastering Physics 3",1,2-Itemset
"Advanced Java 7, Introduction to History 7",1,2-Itemset
"Advanced Calculus 7, Introduction to History 9",1,2-Itemset
"Fundamentals of Chemistry 6, The Art of History 4",1,2-Itemset
"Advanced Calculus 7, Introduction to AI 3",1,2-Itemset
"Advanced Economics 5, Fundamentals of Economics 6",1,2-Itemset
"Advanced Economics 5, Guide to Python 7",1,2-Itemset
"Advanced Python 7, The Art of Art 8",1,2-Itemset
"Handbook of History 9, Mastering Art 10",1,2-Itemset
"Guide to Physics 1, The Art of Physics 5",1,2-Itemset
"Fundamentals of Java 6, Introduction to Art 6",1,2-Itemset
"Fundamentals of Art 10, Guide to Physics 1",1,2-Itemset
"Introduction to Art 5, Mastering AI 6",1,2-Itemset
"Guide to Physics 1, History of Calculus 3",1,2-Itemset
"Advanced Python 5, Handbook of Philosophy 10",1,2-Itemset
"Advanced Economics 5, Handbook of Art 5",1,2-Itemset
"Advanced Machine Learning 1, Introduction to Philosophy 6",1,2-Itemset
"Advanced AI 1, Guide to Biology 3",1,2-Itemset
"Advanced Calculus 7, Fundamentals of Philosophy 8",1,2-Itemset
"Advanced Philosophy 2, Introduction to Economics 4",1,2-Itemset
"Guide to AI 5, Handbook of Music 6",1,2-Itemset
"Advanced AI 1, Fundamentals of Economics 4",1,2-Itemset
"Fundamentals of Philosophy 2, Mastering Philosophy 9",1,2-Itemset
"History of Physics 1, Mastering Chemistry 9",1,2-Itemset
"Guide to AI 5, The Art of Calculus 5",1,2-Itemset
"Fundamentals of Machine Learning 5, Introduction to History 9",1,2-Itemset
"Mastering Music 8, The Art of Python 3",1,2-Itemset
"Advanced Python 8, History of Physics 1",1,2-Itemset
"Fundamentals of Machine Learning 5, Mastering Chemistry 9",1,2-Itemset
"Advanced Calculus 7, Guide to Machine Learning 5",1,2-Itemset
"Guide to Art 3, Handbook of Economics 9",1,2-Itemset
"History of Economics 1, Mastering History 2",1,2-Itemset
"Handbook of Python 2, Mastering History 2",1,2-Itemset
"Fundamentals of Biology 4, Fundamentals of Calculus 2",1,2-Itemset
"Fundamentals of Java 1, The Art of Chemistry 1",1,2-Itemset
"Advanced Art 2, Fundamentals of Java 1",1,2-Itemset
"Fundamentals of Java 1, Guide to Music 9",1,2-Itemset
"Fundamentals of Java 1, The Art of Art 2",1,2-Itemset
"Introduction to Philosophy 6, Mastering Music 8",1,2-Itemset
"Advanced Philosophy 2, Fundamentals of Economics 4",1,2-Itemset
"Advanced Machine Learning 1, Mastering Philosophy 2",1,2-Itemset
"Guide to Python 7, Mastering Music 8",1,2-Itemset
"Advanced Calculus 7, Fundamentals of Machine Learning 3",1,2-Itemset
"Fundamentals of Music 1, Mastering Music 8",1,2-Itemset
"History of Calculus 7, The Art of Biology 6",1,2-Itemset
"Advanced Art 4, Mastering Music 8",1,2-Itemset
"Advanced AI 1, Handbook of Economics 3",1,2-Itemset
"Handbook of Chemistry 6, History of AI 7",1,2-Itemset
"Handbook of Biology 7, History of Music 9",1,2-Itemset
"Introduction to Chemistry 9, Mastering Java 8",1,2-Itemset
"History of Physics 6, The Art of History 2",1,2-Itemset
"History of Music 2, History of Physics 6",1,2-Itemset
"Guide to AI 3, Mastering Python 6",1,2-Itemset
"Handbook of Machine Learning 5, History of History 10",1,2-Itemset
"The Art of History 3, The Art of History 9",1,2-Itemset
"History of Calculus 8, History of Music 9",1,2-Itemset
"Introduction to Physics 8, Mastering Economics 10",1,2-Itemset
"Handbook of Machine Learning 5, Mastering History 8",1,2-Itemset
"Advanced Music 4, Mastering Music 1",1,2-Itemset
"Advanced Art 1, Mastering Java 8",1,2-Itemset
"Guide to AI 3, History of Calculus 4",1,2-Itemset
"Mastering AI 7, Mastering History 2",1,2-Itemset
"Introduction to Music 8, Mastering History 2",1,2-Itemset
"Handbook of Java 9, The Art of Python 5",1,2-Itemset
"The Art of Java 2, The Art of Python 7",1,2-Itemset
"Fundamentals of Java 7, The Art of Python 5",1,2-Itemset
"History of Machine Learning 8, The Art of Economics 9",1,2-Itemset
"History of AI 7, Introduction to Chemistry 9",1,2-Itemset
"History of Calculus 8, History of History 10",1,2-Itemset
"Fundamentals of Physics 9, Guide to AI 9",1,2-Itemset
"Fundamentals of Calculus 10, Mastering Biology 6",1,2-Itemset
"Fundamentals of Physics 5, The Art of Art 9",1,2-Itemset
"Mastering Economics 10, The Art of History 3",1,2-Itemset
"Mastering Java 8, The Art of Calculus 1",1,2-Itemset
"Fundamentals of Calculus 7, The Art of Economics 9",1,2-Itemset
"History of AI 7, Mastering History 8",1,2-Itemset
"History of Calculus 4, Mastering Java 3",1,2-Itemset
"Fundamentals of Chemistry 8, History of Physics 6",1,2-Itemset
"Advanced Python 10, Handbook of Biology 7",1,2-Itemset
"Fundamentals of Chemistry 7, Fundamentals of Economics 4",1,2-Itemset
"Advanced Biology 10, Guide to Art 2",1,2-Itemset
"Advanced Java 8, Guide to Machine Learning 5",1,2-Itemset
"Advanced Calculus 8, Handbook of Music 2",1,2-Itemset
"Advanced History 10, Guide to Art 2",1,2-Itemset
"Fundamentals of Machine Learning 3, Mastering Calculus 9",1,2-Itemset
"Fundamentals of Chemistry 7, Mastering Chemistry 9",1,2-Itemset
"Advanced Calculus 9, Fundamentals of Chemistry 7",1,2-Itemset
"Fundamentals of Chemistry 9, The Art of History 4",1,2-Itemset
"Fundamentals of Chemistry 7, Introduction to Philosophy 1",1,2-Itemset
"Guide to Art 2, Introduction to Python 5",1,2-Itemset
"Advanced Python 7, Mastering Music 10",1,2-Itemset
"Advanced Calculus 5, Fundamentals of Java 7",1,2-Itemset
"History of Art 2, History of Machine Learning 1",1,2-Itemset
"Fundamentals of Java 9, The Art of Python 7",1,2-Itemset
"Fundamentals of Python 1, Guide to AI 10",1,2-Itemset
"Advanced Python 5, The Art of Economics 8",1,2-Itemset
"The Art of Calculus 8, The Art of Physics 5",1,2-Itemset
"The Art of Economics 2, The Art of Economics 8",1,2-Itemset
"Mastering Calculus 3, The Art of Economics 8",1,2-Itemset
"Advanced Chemistry 5, The Art of Economics 7",1,2-Itemset
"Advanced Physics 2, History of Machine Learning 10",1,2-Itemset
"Introduction to Music 3, The Art of Art 5",1,2-Itemset
"Handbook of Java 4, Introduction to Music 3",1,2-Itemset
"Fundamentals of Music 9, Introduction to Music 3",1,2-Itemset
"Advanced Chemistry 5, Guide to Philosophy 9",1,2-Itemset
"Advanced Chemistry 5, History of AI 9",1,2-Itemset
"Advanced Chemistry 5, History of Machine Learning 5",1,2-Itemset
"Handbook of Java 3, The Art of History 1",1,2-Itemset
"Advanced Physics 2, Introduction to Chemistry 3",1,2-Itemset
"Advanced Chemistry 5, Mastering Economics 9",1,2-Itemset
"Fundamentals of Chemistry 7, Mastering Philosophy 2",1,2-Itemset
"Fundamentals of Economics 7, Mastering Music 8",1,2-Itemset
"Handbook of Biology 10, Mastering Physics 3",1,2-Itemset
"Advanced Machine Learning 1, Fundamentals of Chemistry 8",1,2-Itemset
"Handbook of Economics 9, Mastering History 8",1,2-Itemset
"Advanced Machine Learning 1, The Art of Philosophy 1",1,2-Itemset
"Advanced Java 7, The Art of Philosophy 1",1,2-Itemset
"Advanced Calculus 1, Advanced Philosophy 2",1,2-Itemset
"Advanced Economics 5, Fundamentals of Chemistry 8",1,2-Itemset
"Advanced Java 7, Fundamentals of Calculus 7",1,2-Itemset
"Advanced Java 7, The Art of Art 9",1,2-Itemset
"Introduction to Music 8, The Art of Calculus 8",1,2-Itemset
"Introduction to AI 8, The Art of Calculus 8",1,2-Itemset
"Guide to AI 1, The Art of Calculus 8",1,2-Itemset
"Advanced Physics 4, The Art of Calculus 8",1,2-Itemset
"Advanced AI 2, The Art of Economics 8",1,2-Itemset
"The Art of Biology 7, The Art of Calculus 8",1,2-Itemset
"Handbook of Chemistry 5, The Art of History 4",1,2-Itemset
"Introduction to History 9, Mastering Biology 8",1,2-Itemset
"Fundamentals of Music 1, Handbook of Philosophy 10",1,2-Itemset
"Guide to Python 7, The Art of Calculus 3",1,2-Itemset
"Guide to Calculus 9, Mastering Physics 3",1,2-Itemset
"Guide to AI 9, Mastering Philosophy 9",1,2-Itemset
"Guide to AI 5, Introduction to Physics 8",1,2-Itemset
"Mastering History 8, Mastering Music 8",1,2-Itemset
"Fundamentals of Chemistry 6, Fundamentals of Economics 7",1,2-Itemset
"Advanced Chemistry 10, Handbook of Economics 9",1,2-Itemset
"History of Music 7, Mastering Philosophy 9",1,2-Itemset
"Advanced AI 1, Mastering Biology 6",1,2-Itemset
"Advanced Music 8, Mastering Calculus 6",1,2-Itemset
"Guide to AI 5, Guide to Biology 10",1,2-Itemset
"Mastering Physics 3, The Art of History 3",1,2-Itemset
"Advanced Philosophy 2, Mastering History 8",1,2-Itemset
"Handbook of Economics 3, Introduction to Machine Learning 7",1,2-Itemset
"Handbook of Chemistry 5, Introduction to Machine Learning 1",1,2-Itemset
"Fundamentals of Machine Learning 3, Handbook of Chemistry 5",1,2-Itemset
"Fundamentals of Philosophy 2, Introduction to Machine Learning 7",1,2-Itemset
"Guide to Java 8, Mastering Java 10",1,2-Itemset
"Fundamentals of Physics 6, Handbook of Chemistry 5",1,2-Itemset
"Fundamentals of Machine Learning 3, Guide to Physics 1",1,2-Itemset
"Handbook of Philosophy 10, Introduction to Philosophy 6",1,2-Itemset
"Advanced History 5, Mastering AI 6",1,2-Itemset
"Handbook of Music 6, The Art of Calculus 3",1,2-Itemset
"Handbook of Chemistry 5, Handbook of Music 6",1,2-Itemset
"Guide to Physics 1, Handbook of Chemistry 7",1,2-Itemset
"Fundamentals of Philosophy 8, Introduction to Machine Learning 7",1,2-Itemset
"Guide to Music 2, Introduction to Machine Learning 1",1,2-Itemset
"Guide to Java 8, Introduction to Machine Learning 7",1,2-Itemset
"Introduction to Machine Learning 7, Mastering Philosophy 2",1,2-Itemset
"History of Philosophy 1, Introduction to Chemistry 5",1,2-Itemset
"Introduction to Chemistry 5, Introduction to History 8",1,2-Itemset
"Advanced Java 1, Advanced Music 5",1,2-Itemset
"Introduction to AI 6, Introduction to Chemistry 5",1,2-Itemset
"Mastering History 3, The Art of History 5",1,2-Itemset
"Advanced Java 1, Fundamentals of Physics 1",1,2-Itemset
"History of Biology 8, History of History 7",1,2-Itemset
"The Art of History 5, The Art of Music 1",1,2-Itemset
"Advanced AI 2, Introduction to Chemistry 5",1,2-Itemset
"Advanced Economics 7, Fundamentals of Java 10",1,2-Itemset
"Advanced Music 5, Introduction to Chemistry 5",1,2-Itemset
"Advanced Art 2, Advanced Java 1",1,2-Itemset
"Guide to Economics 1, Mastering Biology 8",1,2-Itemset
"Handbook of Music 2, Mastering Java 10",1,2-Itemset
"Fundamentals of Machine Learning 3, Mastering Biology 8",1,2-Itemset
"Handbook of Chemistry 5, Handbook of Music 2",1,2-Itemset
"Guide to Art 1, History of Philosophy 8",1,2-Itemset
"Fundamentals of Physics 9, History of Philosophy 8",1,2-Itemset
"Fundamentals of Physics 5, History of History 2",1,2-Itemset
"Mastering Economics 10, The Art of Art 10",1,2-Itemset
"Fundamentals of Java 9, Handbook of Biology 7",1,2-Itemset
"Advanced History 4, Mastering Java 8",1,2-Itemset
"History of Philosophy 8, History of Physics 6",1,2-Itemset
"Advanced Java 1, Mastering Art 2",1,2-Itemset
"History of Java 1, Introduction to Chemistry 5",1,2-Itemset
"Fundamentals of Java 6, The Art of History 5",1,2-Itemset
"History of Art 3, The Art of History 5",1,2-Itemset
"Advanced Economics 7, History of Art 3",1,2-Itemset
"Fundamentals of Java 3, Mastering Python 4",1,2-Itemset
"Fundamentals of Java 3, Handbook of Java 2",1,2-Itemset
"Advanced Java 1, Guide to Python 4",1,2-Itemset
"Introduction to Chemistry 5, The Art of Machine Learning 2",1,2-Itemset
"Fundamentals of Python 7, Mastering Economics 10",1,2-Itemset
"Guide to History 7, Guide to Java 4",1,2-Itemset
"Fundamentals of Java 7, Fundamentals of Physics 9",1,2-Itemset
"Fundamentals of Calculus 10, Guide to AI 10",1,2-Itemset
"History of AI 7, Mastering Calculus 1",1,2-Itemset
"Advanced Java 3, Introduction to Physics 3",1,2-Itemset
"Fundamentals of Calculus 10, Fundamentals of Python 7",1,2-Itemset
"Advanced Calculus 5, Fundamentals of Physics 5",1,2-Itemset
"History of Chemistry 10, The Art of Economics 9",1,2-Itemset
"Guide to Java 4, The Art of History 10",1,2-Itemset
"Guide to History 7, Mastering Chemistry 2",1,2-Itemset
"Advanced Java 3, The Art of History 9",1,2-Itemset
"Handbook of Biology 7, The Art of Philosophy 9",1,2-Itemset
"Guide to AI 10, Guide to History 7",1,2-Itemset
"Fundamentals of Python 1, Guide to History 7",1,2-Itemset
"History of Calculus 8, History of History 2",1,2-Itemset
"Advanced Calculus 8, Mastering Philosophy 1",1,2-Itemset
"Guide to Art 2, Introduction to Physics 8",1,2-Itemset
"Fundamentals of Java 1, Introduction to Calculus 2",1,2-Itemset
"Fundamentals of Biology 4, Handbook of Art 5",1,2-Itemset
"Guide to Art 10, Guide to Biology 7",1,2-Itemset
"Fundamentals of Biology 4, Handbook of Economics 3",1,2-Itemset
"Handbook of Economics 3, Mastering History 2",1,2-Itemset
"Guide to Biology 7, Handbook of Music 6",1,2-Itemset
"Fundamentals of Java 1, Fundamentals of Philosophy 2",1,2-Itemset
"Guide to Biology 7, Introduction to Python 5",1,2-Itemset
"Fundamentals of Physics 6, Mastering History 2",1,2-Itemset
"Advanced Python 7, Mastering History 2",1,2-Itemset
"Guide to Python 1, Handbook of Biology 7",1,2-Itemset
"Fundamentals of Java 7, Guide to Art 1",1,2-Itemset
"Advanced Calculus 5, Guide to Art 1",1,2-Itemset
"Guide to Java 4, History of Calculus 4",1,2-Itemset
"The Art of Art 8, The Art of Python 7",1,2-Itemset
"The Art of Art 8, The Art of Java 2",1,2-Itemset
"Advanced Philosophy 2, Mastering History 6",1,2-Itemset
"Handbook of Economics 9, History of Philosophy 8",1,2-Itemset
"Advanced Java 3, Fundamentals of Machine Learning 5",1,2-Itemset
"Advanced Music 8, The Art of AI 9",1,2-Itemset
"Advanced Calculus 8, Mastering Music 1",1,2-Itemset
"Fundamentals of Chemistry 9, Introduction to Python 7",1,2-Itemset
"Guide to Art 2, The Art of History 3",1,2-Itemset
"Advanced Chemistry 1, Handbook of Biology 10",1,2-Itemset
"Fundamentals of Chemistry 7, Mastering Biology 6",1,2-Itemset
"Mastering Art 9, Mastering Music 10",1,2-Itemset
"Advanced History 3, Fundamentals of Chemistry 4",1,2-Itemset
"Advanced Java 8, Mastering Economics 7",1,2-Itemset
"Fundamentals of Chemistry 9, Mastering Biology 6",1,2-Itemset
"Advanced Java 8, Guide to AI 6",1,2-Itemset
"Advanced Chemistry 4, Fundamentals of Chemistry 6",1,2-Itemset
"Advanced Chemistry 4, The Art of Biology 6",1,2-Itemset
"History of Chemistry 10, Mastering Physics 3",1,2-Itemset
"Fundamentals of Java 9, Handbook of History 9",1,2-Itemset
"Advanced Economics 9, Handbook of History 9",1,2-Itemset
"Advanced Economics 9, Fundamentals of Chemistry 6",1,2-Itemset
"Advanced Music 8, Handbook of Economics 2",1,2-Itemset
"Fundamentals of Chemistry 6, The Art of Python 5",1,2-Itemset
"Advanced Calculus 7, Handbook of Java 9",1,2-Itemset
"Advanced Chemistry 4, Fundamentals of Machine Learning 5",1,2-Itemset
"Advanced Calculus 7, Advanced History 4",1,2-Itemset
"Advanced Music 8, The Art of Java 2",1,2-Itemset
"Advanced Java 7, The Art of AI 9",1,2-Itemset
"Advanced Music 8, Fundamentals of Java 9",1,2-Itemset
"Fundamentals of Machine Learning 5, Guide to Python 1",1,2-Itemset
"History of History 2, The Art of Biology 6",1,2-Itemset
"History of Biology 9, The Art of Calculus 8",1,2-Itemset
"Advanced Python 8, The Art of Calculus 8",1,2-Itemset
"Guide to Biology 3, The Art of Calculus 8",1,2-Itemset
"Fundamentals of Economics 6, The Art of Economics 8",1,2-Itemset
"The Art of Calculus 8, The Art of Python 3",1,2-Itemset
"Guide to Art 3, The Art of Economics 8",1,2-Itemset
"Guide to History 7, Handbook of Art 1",1,2-Itemset
"Fundamentals of Calculus 10, History of Calculus 8",1,2-Itemset
"Advanced Music 4, Handbook of Machine Learning 5",1,2-Itemset
"Fundamentals of Physics 9, Guide to Art 1",1,2-Itemset
"History of AI 7, The Art of Physics 7",1,2-Itemset
"History of Calculus 8, Mastering Economics 10",1,2-Itemset
"Advanced Music 4, Fundamentals of Physics 9",1,2-Itemset
"Advanced History 4, Advanced Music 8",1,2-Itemset
"Advanced Machine Learning 1, History of Philosophy 8",1,2-Itemset
"Guide to Python 1, History of Physics 1",1,2-Itemset
"Handbook of Biology 10, Mastering Biology 8",1,2-Itemset
"Mastering Biology 6, Mastering Java 10",1,2-Itemset
"Handbook of Philosophy 10, History of Music 2",1,2-Itemset
"Fundamentals of AI 5, Mastering AI 6",1,2-Itemset
"Guide to Biology 10, The Art of Calculus 3",1,2-Itemset
"Mastering Java 10, The Art of History 2",1,2-Itemset
"Advanced Art 1, Guide to Music 2",1,2-Itemset
"Introduction to Java 8, Mastering Biology 8",1,2-Itemset
"Guide to Music 2, Introduction to Java 8",1,2-Itemset
"Introduction to Machine Learning 7, The Art of Philosophy 1",1,2-Itemset
"Guide to AI 6, Guide to Music 2",1,2-Itemset
"Fundamentals of Chemistry 8, Mastering Biology 8",1,2-Itemset
"History of Economics 4, Mastering Biology 8",1,2-Itemset
"Advanced Calculus 1, Introduction to Art 6",1,2-Itemset
"Mastering Biology 8, Mastering Music 1",1,2-Itemset
